time,request,status,bytes
2015-05-17 16:05:39,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 16:05:27,GET /blog/tags/xdotool?page=2 HTTP/1.0,200,23125
2015-05-17 16:05:39,GET /blog/geekery/xdo.html?commentlimit=0 HTTP/1.1,200,10521
2015-05-17 16:05:21,GET /blog HTTP/1.1,200,37936
2015-05-17 16:05:07,GET /blog/geekery/headless-wrapper-for-ephemeral-xservers.html HTTP/1.0,200,11902
2015-05-17 16:05:15,GET /blog/geekery/headless-wrapper-for-ephemeral-xservers.html HTTP/1.1,200,11902
2015-05-17 16:05:50,GET /reset.css HTTP/1.1,200,1015
2015-05-17 16:05:23,GET /style2.css HTTP/1.1,200,4877
2015-05-17 16:05:26,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 16:05:58,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 16:05:23,GET /robots.txt HTTP/1.0,200,-
2015-05-17 16:05:34,GET /files/?C=N;O=A HTTP/1.0,200,13277
2015-05-17 16:05:20,GET /presentations/logstash-1/ HTTP/1.0,200,53270
2015-05-17 16:05:56,GET /presentations/logstash-1/ HTTP/1.0,200,53270
2015-05-17 16:05:27,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 16:05:33,GET /blog/geekery/ssl-latency.html HTTP/1.1,200,17147
2015-05-17 16:05:06,GET /reset.css HTTP/1.1,200,1015
2015-05-17 16:05:52,GET /style2.css HTTP/1.1,200,4877
2015-05-17 16:05:48,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 16:05:51,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 16:05:14,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 16:05:39,GET /files/logstash/logstash-1.1.0-monolithic.jar HTTP/1.1,304,-
2015-05-17 16:05:12,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 16:05:31,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 16:05:02,GET /blog/tags/kpc650 HTTP/1.1,200,10475
2015-05-17 16:05:53,GET /blog/geekery/xvfb-firefox.html HTTP/1.1,200,10975
2015-05-17 16:05:43,GET /reset.css HTTP/1.1,200,1015
2015-05-17 16:05:00,GET /style2.css HTTP/1.1,200,4877
2015-05-17 16:05:25,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 16:05:58,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 16:05:52,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 16:05:06,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 16:05:24,GET /blog/geekery/ssl-latency.html HTTP/1.1,200,17147
2015-05-17 16:05:07,GET /blog/geekery/ssl-latency.html HTTP/1.1,200,17147
2015-05-17 16:05:03,GET /blog/geekery/ssl-latency.html HTTP/1.1,200,17147
2015-05-17 16:05:10,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 16:05:44,GET /blog/geekery/jquery-formfill-v1.html HTTP/1.1,200,10279
2015-05-17 16:05:43,GET /favicon.ico HTTP/1.1,304,-
2015-05-17 16:05:51,GET /robots.txt HTTP/1.0,200,-
2015-05-17 16:05:57,GET /articles/arp-security/arpmitm HTTP/1.0,200,1788
2015-05-17 16:05:06,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 16:05:23,GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1,404,324
2015-05-17 16:05:22,GET /robots.txt HTTP/1.1,200,-
2015-05-17 16:05:35,GET /projects/grok/ HTTP/1.1,301,341
2015-05-17 16:05:53,GET /presentations/logstash-puppetconf-2012/images/trollface.png HTTP/1.1,304,-
2015-05-17 16:05:59,GET /?flav=atom HTTP/1.1,200,32352
2015-05-17 16:05:17,GET /blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,9316
2015-05-17 16:05:10,GET /presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png HTTP/1.1,200,175208
2015-05-17 16:05:04,GET /blog/geekery/tf2-wine-linux-performance-tuning.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,10021
2015-05-17 16:05:37,GET /blog/geekery/CEE-logging-for-profit.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,13358
2015-05-17 16:05:02,GET /blog/growing-logstash-value.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,11113
2015-05-17 16:05:47,GET /blog/geekery/installing-windows-8-consumer-preview.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,8948
2015-05-17 16:05:18,GET /blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,10756
2015-05-17 16:05:08,GET /blog/geekery/year-in-review-2011.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,11118
2015-05-17 16:05:53,GET /blog/geekery/insist-on-better-asserts.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,9514
2015-05-17 16:05:55,GET /blog/geekery/xdotool-2.20110530.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,11936
2015-05-17 16:05:31,GET /blog/geekery/logstash-1.0.0-release.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel) HTTP/1.1,200,8764
2015-05-17 16:05:23,GET /images/logstash_OSCON.pdf HTTP/1.1,200,1693678
2015-05-17 16:05:07,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 16:05:59,GET /blog/geekery/119.html HTTP/1.1,200,9437
2015-05-17 16:05:27,GET /images/googledotcom.png HTTP/1.1,200,65748
2015-05-17 16:05:28,GET /presentations/logstash-1/file/logstash-roadmap/kibana.png HTTP/1.0,200,56686
2015-05-17 16:05:34,GET /images/googledotcom.png HTTP/1.1,200,65748
2015-05-17 16:05:29,GET /blog/geekery/screen-solaris-terminfo.html?commentlimit=0 HTTP/1.1,200,9239
2015-05-17 16:05:49,GET /blog/articles/arp-security/main.html HTTP/1.0,200,19735
2015-05-17 16:05:19,GET /presentations/vim/ HTTP/1.0,200,20572
2015-05-17 16:05:24,GET /presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png HTTP/1.1,200,175208
2015-05-17 16:05:51,HEAD /blog/geekery/freebsd-ports-master-sites-sorting.html HTTP/1.1,200,-
2015-05-17 16:05:34,GET /presentations/logstash-scale11x/images/simple-inputs-filters-outputs.jpg HTTP/1.1,200,1168622
2015-05-17 16:05:31,GET /?flav=atom HTTP/1.1,200,32352
2015-05-17 16:05:48,GET /presentations/logstash-1/ HTTP/1.0,200,53270
2015-05-17 16:05:38,GET /presentations/logstash-1/ HTTP/1.0,200,53270
2015-05-17 16:05:57,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848
2015-05-17 16:05:50,GET /reset.css HTTP/1.1,200,1015
2015-05-17 16:05:56,GET /style2.css HTTP/1.1,200,4877
2015-05-17 16:05:34,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 16:05:47,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 16:05:56,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 16:05:02,GET /files/blogposts/20091227/pretty-xterm.png HTTP/1.1,200,30438
2015-05-17 16:05:20,GET /blog/tags/firefox?flav=rss20 HTTP/1.1,200,16021
2015-05-17 16:05:03,GET /projects/xdotool/ HTTP/1.0,200,12292
2015-05-17 16:05:19,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 16:05:50,GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1,404,364
2015-05-17 16:05:58,GET /blog/tags/firefox?flav=rss20 HTTP/1.1,200,16021
2015-05-17 16:05:37,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 17:05:13,GET /robots.txt HTTP/1.0,200,-
2015-05-17 17:05:34,GET / HTTP/1.0,200,37932
2015-05-17 17:05:47,GET /presentations/logstash-hmmm/ HTTP/1.1,200,18298
2015-05-17 17:05:03,GET /presentations/logstash-hmmm/css/theme/default.css HTTP/1.1,200,4854
2015-05-17 17:05:05,GET /presentations/logstash-hmmm/lib/css/zenburn.css HTTP/1.1,200,1791
2015-05-17 17:05:13,GET /presentations/logstash-hmmm/css/extra.css HTTP/1.1,200,690
2015-05-17 17:05:18,GET /presentations/logstash-hmmm/lib/js/head.min.js HTTP/1.1,200,3170
2015-05-17 17:05:35,GET /presentations/logstash-hmmm/css/reveal.min.css HTTP/1.1,200,23581
2015-05-17 17:05:10,GET /presentations/logstash-hmmm/js/reveal.min.js HTTP/1.1,200,18091
2015-05-17 17:05:41,GET /presentations/logstash-hmmm/images/logstash.png HTTP/1.1,200,47731
2015-05-17 17:05:06,GET /presentations/logstash-hmmm/plugin/markdown/markdown.js HTTP/1.1,200,1187
2015-05-17 17:05:18,GET /presentations/logstash-hmmm/plugin/markdown/showdown.js HTTP/1.1,200,9904
2015-05-17 17:05:31,GET /presentations/logstash-hmmm/images/logstash-dreamhost-day.png HTTP/1.1,200,34213
2015-05-17 17:05:38,GET /presentations/logstash-hmmm/images/frontend-response-codes.png HTTP/1.1,200,52878
2015-05-17 17:05:22,GET /presentations/logstash-hmmm/css/theme/night-jls.css HTTP/1.1,200,3729
2015-05-17 17:05:46,GET /presentations/logstash-hmmm/plugin/zoom-js/zoom.js HTTP/1.1,200,7697
2015-05-17 17:05:02,GET /presentations/logstash-hmmm/plugin/notes/notes.js HTTP/1.1,200,2892
2015-05-17 17:05:08,GET /presentations/logstash-hmmm/images/logstash-and-metrics.png HTTP/1.1,200,149691
2015-05-17 17:05:25,GET /presentations/logstash-hmmm/lib/font/league_gothic-webfont.woff HTTP/1.1,200,21288
2015-05-17 17:05:52,GET /presentations/logstash-hmmm/plugin/highlight/highlight.js HTTP/1.1,200,26185
2015-05-17 17:05:02,GET /presentations/logstash-hmmm/css/print/paper.css HTTP/1.1,200,4254
2015-05-17 17:05:03,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 17:05:08,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 17:05:19,GET /robots.txt HTTP/1.1,200,-
2015-05-17 17:05:59,GET /presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png HTTP/1.1,200,175208
2015-05-17 17:05:26,GET /robots.txt HTTP/1.1,200,-
2015-05-17 17:05:53,GET /files/lumberjack/lumberjack-0.3.0.exe HTTP/1.1,200,4378624
2015-05-17 17:05:07,GET /images/ HTTP/1.1,200,85649
2015-05-17 17:05:37,GET / HTTP/1.1,200,37932
2015-05-17 17:05:19,GET /projects/xdotool%3E HTTP/1.1,404,7861
2015-05-17 17:05:42,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848
2015-05-17 17:05:30,GET /reset.css HTTP/1.1,200,1015
2015-05-17 17:05:06,GET /style2.css HTTP/1.1,200,4877
2015-05-17 17:05:03,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 17:05:25,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848
2015-05-17 17:05:19,GET /reset.css HTTP/1.1,200,1015
2015-05-17 17:05:38,GET /style2.css HTTP/1.1,200,4877
2015-05-17 17:05:03,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 17:05:47,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 17:05:20,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 17:05:48,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848
2015-05-17 17:05:09,GET /presentations/logstash-metrics-sf-2012.10/ HTTP/1.1,304,-
2015-05-17 17:05:15,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 17:05:09,GET /files/xboxproxy/ HTTP/1.1,200,3120
2015-05-17 17:05:53,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,200,50112
2015-05-17 17:05:54,GET /blog/geekery/grok-and-eventdb.html HTTP/1.1,200,12456
2015-05-17 17:05:46,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 17:05:22,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 17:05:27,GET /blog/geekery/grok-pattern-predicates?commentlimit=0 HTTP/1.1,200,10730
2015-05-17 17:05:18,GET /images/selenium-squid-hack_iexplore.png HTTP/1.1,304,-
2015-05-17 17:05:49,GET /projects/xdotool/ HTTP/1.1,200,12292
2015-05-17 17:05:42,GET /reset.css HTTP/1.1,200,1015
2015-05-17 17:05:16,GET /style2.css HTTP/1.1,200,4877
2015-05-17 17:05:56,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 17:05:08,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 17:05:12,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 17:05:18,GET /images/googledotcom.png HTTP/1.1,200,65748
2015-05-17 17:05:48,GET /blog/geekery/solving-good-or-bad-problems.html HTTP/1.1,200,10756
2015-05-17 17:05:05,GET /blog/geekery/sysprep-might-cause-early-balding.html HTTP/1.1,200,9043
2015-05-17 17:05:20,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 17:05:39,GET /blog/tags/squid HTTP/1.1,200,9633
2015-05-17 17:05:13,GET /reset.css HTTP/1.1,200,1015
2015-05-17 17:05:36,GET /style2.css HTTP/1.1,200,4877
2015-05-17 17:05:11,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 17:05:15,GET /images/selenium-squid-hack_firefox.thumb.png HTTP/1.1,200,70254
2015-05-17 17:05:57,GET /images/selenium-squid-hack_iexplore.thumb.png HTTP/1.1,200,62398
2015-05-17 17:05:19,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 17:05:17,GET /images/selenium-squid-hack_iexplore.png HTTP/1.1,200,151917
2015-05-17 17:05:49,GET /style2.css HTTP/1.1,304,-
2015-05-17 17:05:03,GET /?flav=atom HTTP/1.1,200,32352
2015-05-17 17:05:10,GET /blog/tags/Xlib HTTP/1.1,200,25745
2015-05-17 17:05:33,GET /images/packaging.png HTTP/1.1,304,-
2015-05-17 17:05:29,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 17:05:53,GET /presentations/logstash-puppetconf-2012/ HTTP/1.1,200,37269
2015-05-17 17:05:26,GET /presentations/logstash-puppetconf-2012/css/preso.css HTTP/1.1,200,659
2015-05-17 17:05:48,GET /presentations/logstash-puppetconf-2012/css/reset.css HTTP/1.1,200,1382
2015-05-17 17:05:40,GET /presentations/logstash-puppetconf-2012/images/logstash.png HTTP/1.1,200,47731
2015-05-17 17:05:36,GET /presentations/logstash-puppetconf-2012/css/main.css HTTP/1.1,200,26498
2015-05-17 17:05:19,GET /presentations/logstash-puppetconf-2012/lib/css/zenburn.css HTTP/1.1,200,1791
2015-05-17 17:05:57,GET /presentations/logstash-puppetconf-2012/images/nagios-sms1.png HTTP/1.1,200,55478
2015-05-17 17:05:50,GET /presentations/logstash-puppetconf-2012/images/nagios-sms2.png HTTP/1.1,200,60656
2015-05-17 17:05:07,GET /presentations/logstash-puppetconf-2012/lib/js/head.min.js HTTP/1.1,200,3170
2015-05-17 17:05:36,GET /presentations/logstash-puppetconf-2012/images/sysadvent.png HTTP/1.1,200,108497
2015-05-17 17:05:52,GET /presentations/logstash-puppetconf-2012/images/nagios-sms5.png HTTP/1.1,200,78075
2015-05-17 17:05:51,GET /presentations/logstash-puppetconf-2012/images/nagios-sms3.png HTTP/1.1,200,65917
2015-05-17 17:05:11,GET /presentations/logstash-puppetconf-2012/images/nagios-sms4.png HTTP/1.1,200,72949
2015-05-17 17:05:08,GET /presentations/logstash-puppetconf-2012/images/pc-load-letter.jpg HTTP/1.1,200,71808
2015-05-17 17:05:50,GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1,404,364
2015-05-17 17:05:30,GET /presentations/logstash-puppetconf-2012/images/nagios-sms6.png HTTP/1.1,200,82859
2015-05-17 17:05:25,GET /presentations/logstash-puppetconf-2012/images/frontend-response-codes.png HTTP/1.1,200,52878
2015-05-17 17:05:03,GET /presentations/logstash-puppetconf-2012/images/lifecycle.png HTTP/1.1,200,9618
2015-05-17 17:05:32,GET /presentations/logstash-puppetconf-2012/images/xkcd-perlswing-many.png HTTP/1.1,200,100207
2015-05-17 17:05:30,GET /presentations/logstash-puppetconf-2012/images/xkcd-perl.png HTTP/1.1,200,80663
2015-05-17 17:05:48,GET /presentations/logstash-puppetconf-2012/images/kibana-chef-agent.png HTTP/1.1,200,73187
2015-05-17 17:05:26,GET /presentations/logstash-puppetconf-2012/images/computer-keyboard-jacket.jpg HTTP/1.1,200,176805
2015-05-17 17:05:36,GET /presentations/logstash-puppetconf-2012/images/kibana-logstash-downloads.png HTTP/1.1,200,95058
2015-05-17 17:05:35,GET /presentations/logstash-puppetconf-2012/images/kibana-chef-hits-6min-each.png HTTP/1.1,200,80555
2015-05-17 17:05:23,GET /presentations/logstash-puppetconf-2012/images/logs.jpg HTTP/1.1,200,663847
2015-05-17 17:05:30,GET /presentations/logstash-puppetconf-2012/images/trollface.png HTTP/1.1,200,58123
2015-05-17 17:05:22,GET /presentations/logstash-puppetconf-2012/images/psychoaxe.jpg HTTP/1.1,200,29179
2015-05-17 17:05:51,GET /presentations/logstash-puppetconf-2012/images/stats-negative-min.png HTTP/1.1,200,46139
2015-05-17 17:05:44,GET /presentations/logstash-puppetconf-2012/images/apache-negative-duration.png HTTP/1.1,200,97173
2015-05-17 17:05:32,GET /presentations/logstash-puppetconf-2012/css/print.css HTTP/1.1,200,3995
2015-05-17 17:05:24,GET /wp-login.php HTTP/1.1,404,292
2015-05-17 17:05:38,GET /administrator/ HTTP/1.1,404,294
2015-05-17 17:05:50,GET /admin.php HTTP/1.1,404,289
2015-05-17 17:05:52,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 17:05:49,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 17:05:09,GET /presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif HTTP/1.1,404,364
2015-05-17 17:05:39,GET /presentations/logstash-puppetconf-2012/js/reveal.js HTTP/1.1,200,29108
2015-05-17 17:05:32,GET /presentations/logstash-puppetconf-2012/lib/font/league_gothic-webfont.ttf HTTP/1.1,200,42324
2015-05-17 17:05:54,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 17:05:11,GET /scripts/python/wrap/wrap.pyc HTTP/1.1,200,682
2015-05-17 17:05:05,GET /blog/tags/X11 HTTP/1.1,200,32742
2015-05-17 17:05:28,GET /blog/tags/x11 HTTP/1.1,200,33820
2015-05-17 17:05:48,GET /blog/tags/X11 HTTP/1.1,200,32742
2015-05-17 17:05:37,GET /blog/tags/x11 HTTP/1.1,200,33820
2015-05-17 17:05:54,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 17:05:32,GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1,404,324
2015-05-17 17:05:10,GET /presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png HTTP/1.1,200,175208
2015-05-17 17:05:55,GET /projects/xdotool/ HTTP/1.1,200,12292
2015-05-17 17:05:08,GET /reset.css HTTP/1.1,200,1015
2015-05-17 17:05:33,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:06,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:15,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:41,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:46,GET /blog/tags/assert HTTP/1.1,200,9514
2015-05-17 18:05:57,GET /blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29 HTTP/1.1,200,9316
2015-05-17 18:05:27,GET /blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29 HTTP/1.1,200,10756
2015-05-17 18:05:49,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848
2015-05-17 18:05:38,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:14,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:48,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:15,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:16,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:06,GET /projects/xdotool/ HTTP/1.1,200,12292
2015-05-17 18:05:44,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:00,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:01,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:38,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:33,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:57,GET /blog/tags/xlib HTTP/1.1,200,23353
2015-05-17 18:05:30,GET /blog/tags/Xlib HTTP/1.1,200,25745
2015-05-17 18:05:57,GET /blog/tags/xlib HTTP/1.1,200,23353
2015-05-17 18:05:32,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,200,50112
2015-05-17 18:05:02,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:21,GET /blog/tags/Xlib HTTP/1.1,200,25745
2015-05-17 18:05:00,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 18:05:20,GET /misc/backup/ HTTP/1.1,200,692
2015-05-17 18:05:43,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 18:05:50,GET /projects/xdotool/ HTTP/1.1,200,12292
2015-05-17 18:05:38,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:53,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:36,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:41,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:08,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:37,GET /projects/xdotool/ HTTP/1.1,200,12292
2015-05-17 18:05:34,GET /robots.txt HTTP/1.1,200,-
2015-05-17 18:05:37,GET /blog/projects/xboxproxy/main.html HTTP/1.1,200,13171
2015-05-17 18:05:33,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,200,50112
2015-05-17 18:05:31,GET /blog/tags/writing HTTP/1.1,200,9907
2015-05-17 18:05:54,GET /misc/funkyoutput HTTP/1.1,200,4147
2015-05-17 18:05:43,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 18:05:32,GET /presentations/logstash-scale11x/images/simple-inputs-filters-outputs.jpg HTTP/1.1,200,1168622
2015-05-17 18:05:47,GET /images/ec2_m1large_cost.png HTTP/1.1,304,-
2015-05-17 18:05:16,GET /blog/tags/barcampsf HTTP/1.1,200,22492
2015-05-17 18:05:34,GET / HTTP/1.1,200,36824
2015-05-17 18:05:41,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:26,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,200,50112
2015-05-17 18:05:38,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:36,GET /presentations/puppet-at-loggly/puppet-at-loggly.pdf.html HTTP/1.1,200,24747
2015-05-17 18:05:39,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:19,GET /presentations/logstash-scale11x/images/logstashbook.png HTTP/1.1,200,54662
2015-05-17 18:05:21,HEAD /blog/geekery/jquery-interface-puffer.html HTTP/1.1,200,-
2015-05-17 18:05:01,GET /blog/tags/c HTTP/1.1,200,28169
2015-05-17 18:05:12,GET /blog/tags/C HTTP/1.1,200,37991
2015-05-17 18:05:06,GET /blog/tags/c HTTP/1.1,200,28169
2015-05-17 18:05:09,GET /blog/tags/C HTTP/1.1,200,37991
2015-05-17 18:05:02,GET / HTTP/1.1,200,36824
2015-05-17 18:05:37,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 18:05:17,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,200,50112
2015-05-17 18:05:01,GET / HTTP/1.1,200,37932
2015-05-17 18:05:20,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:31,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:33,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:59,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:52,GET /blog/tags/X11 HTTP/1.1,200,32742
2015-05-17 18:05:41,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:22,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:46,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:08,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:22,GET /blog/tags/gtk HTTP/1.1,200,14316
2015-05-17 18:05:43,GET /files/fastest_sites/fastest_sites-20110317.py HTTP/1.1,200,5052
2015-05-17 18:05:30,GET /?flav=atom HTTP/1.1,200,32352
2015-05-17 18:05:18,GET /?flav=atom HTTP/1.1,200,32352
2015-05-17 18:05:21,GET /blog/tags/X11 HTTP/1.1,200,32742
2015-05-17 18:05:09,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:42,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:30,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:25,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:00,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 18:05:44,GET /images/googledotcom.png HTTP/1.1,200,65748
2015-05-17 18:05:09,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,200,50112
2015-05-17 18:05:50,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:51,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872
2015-05-17 18:05:33,GET /?flav=rss20 HTTP/1.1,200,29941
2015-05-17 18:05:03,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848
2015-05-17 18:05:02,GET /reset.css HTTP/1.1,200,1015
2015-05-17 18:05:41,GET /style2.css HTTP/1.1,200,4877
2015-05-17 18:05:07,GET /images/jordan-80.png HTTP/1.1,200,6146
2015-05-17 18:05:04,GET /images/web/2009/banner.png HTTP/1.1,200,52315
2015-05-17 18:05:10,GET /favicon.ico HTTP/1.1,200,3638
2015-05-17 18:05:56,GET /blog/tags/rants HTTP/1.1,200,39692
2015-05-17 18:05:51,GET /favicon.ico HTTP/1.1,200,3638
